"Author..Citation.","Sample.ID","Total.Length..cm.","Total.Weight..g.","Sex.Ratio","Maturity","Age..Years.","d13C","d15N","Waterbody","Region","Location","Latitude","Longitude","Latitude.2","Longitude.2","Class","Species","Tissue","n_samples","n_indiv","Collection.Date","Sampling.Year","PFBS","PFHxS","PFOS","PFDS","PFEtCHxS","FBSA","PFOSA","NMeFOSA","NEtFOSA","PFBA","PFPeA","PFHxA","PFHpA","PFOA","PFNA","PFDA","PFUnA","PFDoA","PFTrDA","PFTeDA","PFHxDA","PFODA","PFPeDA","X8.2.FTUCA","X10.2.FTUCA","X6.6.PFPIA","X6.8.PFPIA","X6.2.diPAP","X8.2.diPAP","PFHpS","Gen.X","PFPrS","PFPeS","PFNS","Cl.PFOS","X4.2.FTSA","X6.2.FTSA","X8.2.FTSA","X6.2.FTCA","X8.2.FTCA","X10.2.FTCA","X6.2.FTOH","X8.2.FTOH","X10.2.FTOH","NMeFOSE","NEtFOSE","X8.2.Cl.PFESA","ADONA","X6.2.Cl.PFESA","NEtFOSAA","NMeFOSAA","PFDoS","X8.8.PFPIA","X6.10.PFPIA","X8.10.PFPIA","X6.12.PFPIA","X3.3.FTCA","X5.3.FTCA","X7.3.FTCA","FHUEA","FOUEA","FDUEA","FHxSA","NMeFBSA","FOSAA","X10.2.FTSA","PFHxPA","PFOPA","PFHxSAm","PFOSAm","PFHxSAmS","PFOSAmS","PFOANO","PFOSNO","PFOAB","PFOSB","X5.3.FTB","X5.1.2.FTB","X6.2.FTAB"
"#1 Su et al (2017)","14-SBCDF-CT-04",NA,NA,NA,NA,NA,NA,NA,"Lake Huron",NA,"Confined Disposal Facility",43.66677163,-83.82564157,NA,NA,"Aves","Caspian tern","Eggs",1,1,NA,2014,"<0.014","0.27","1967","33","0.49","0.053","0.088","<0.027","<0.018","<0.075","<0.060","<0.025","<0.038","0.053","9.57","83.3","81.5","24.2","18.1","6.44","<0.01","<0.012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"#1 Su et al (2017)","14-SBCDF-CT-05",NA,NA,NA,NA,NA,NA,NA,"Lake Huron",NA,"Confined Disposal Facility",43.66677163,-83.82564157,NA,NA,"Aves","Caspian tern","Eggs",1,1,NA,2014,"<0.014","4.61","4655","31.1","1.25","0.102","0.306","<0.027","<0.018","<0.075","<0.060","<0.025","<0.038","0.348","26.9","219.4","118.1","95.9","26.1","19.3","0.114","<0.012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"#1 Su et al (2017)","14-SBCDF-CT-06",NA,NA,NA,NA,NA,NA,NA,"Lake Huron",NA,"Confined Disposal Facility",43.66677163,-83.82564157,NA,NA,"Aves","Caspian tern","Eggs",1,1,NA,2014,"<0.014","0.025","411.4","7.41","0.908","0.033","<0.003","<0.027","<0.018","<0.075","<0.060","<0.025","<0.038","0.075","4.81","33.4","38.1","11.3","8.58","2.49","<0.003","<0.012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"#1 Su et al (2017)","14-SBCDF-CT-08",NA,NA,NA,NA,NA,NA,NA,"Lake Huron",NA,"Confined Disposal Facility",43.66677163,-83.82564157,NA,NA,"Aves","Caspian tern","Eggs",1,1,NA,2014,"<0.014","0.139","760.9","13.3","0.356","<0.010","<0.003","<0.027","<0.018","<0.075","<0.060","<0.025","<0.038","0.411","9.68","49.6","49.8","18.3","13","4.37","<0.003","<0.012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"#1 Su et al (2017)","14-SBCDF-CT-09",NA,NA,NA,NA,NA,NA,NA,"Lake Huron",NA,"Confined Disposal Facility",43.66677163,-83.82564157,NA,NA,"Aves","Caspian tern","Eggs",1,1,NA,2014,"<0.014","0.115","1116","13.9","0.582","<0.002","<0.003","<0.027","<0.018","<0.075","<0.060","<0.025","<0.038","0.266","10.04","49.8","45.7","9.23","9.25","2.4","<0.003","<0.012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"#1 Su et al (2017)","14-SBCDF-CT-10",NA,NA,NA,NA,NA,NA,NA,"Lake Huron",NA,"Confined Disposal Facility",43.66677163,-83.82564157,NA,NA,"Aves","Caspian tern","Eggs",1,1,NA,2014,"<0.014","0.591","958.9","17.5","0.573","<0.002","<0.003","<0.027","<0.018","<0.075","<0.060","<0.025","<0.038","0.833","8.84","47.6","58.1","13.4","14.2","2.87","<0.003","<0.012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"#1 Su et al (2017)","14-SBCDF-CT-12",NA,NA,NA,NA,NA,NA,NA,"Lake Huron",NA,"Confined Disposal Facility",43.66677163,-83.82564157,NA,NA,"Aves","Caspian tern","Eggs",1,1,NA,2014,"<0.014","0.029","336.6","4.45","0.471","<0.002","<0.003","<0.027","<0.018","<0.075","<0.060","<0.025","<0.038","0.13","4.05","18.8","21","4.78","4.5","1.1","<0.003","<0.012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"#1 Su et al (2017)","14-SBCDF-CT-13",NA,NA,NA,NA,NA,NA,NA,"Lake Huron",NA,"Confined Disposal Facility",43.66677163,-83.82564157,NA,NA,"Aves","Caspian tern","Eggs",1,1,NA,2014,"<0.014","0.419","1208","13.6","1.84","<0.002","0.06","<0.027","<0.018","<0.075","<0.060","<0.025","<0.038","0.256","15.5","59.6","59.5","10.2","11","2.29","<0.003","<0.012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"#10 Chu et al (2016)","LT NCLH 1",NA,NA,NA,NA,NA,NA,NA,"Lake Huron","North Channel Lake Huron","North Channel",45.91666667,-83.5,NA,NA,"Pisces","Lake trout","Whole fish homogenate",1,1,NA,2010,NA,NA,"57.69",NA,NA,"1.97","1.28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"#10 Chu et al (2016)","LT NCLH 2",NA,NA,NA,NA,NA,NA,NA,"Lake Huron","North Channel Lake Huron","North Channel",45.91666667,-83.5,NA,NA,"Pisces","Lake trout","Whole fish homogenate",1,1,NA,2010,NA,NA,"55.36",NA,NA,"3.09","2.72",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"#10 Chu et al (2016)","LT NCLH 3",NA,NA,NA,NA,NA,NA,NA,"Lake Huron","North Channel Lake Huron","North Channel",45.91666667,-83.5,NA,NA,"Pisces","Lake trout","Whole fish homogenate",1,1,NA,2010,NA,NA,"79.28",NA,NA,"1.81","0.47",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"#10 Chu et al (2016)","LT OSCR 1",NA,NA,NA,NA,NA,NA,NA,"Lake Huron","Georgian Bay","Owen Sound-Cape Rich",44.7,-80.58333,NA,NA,"Pisces","Lake trout","Whole fish homogenate",1,1,NA,2010,NA,NA,"54.47",NA,NA,"4","0.26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"#10 Chu et al (2016)","LT OSCR 2",NA,NA,NA,NA,NA,NA,NA,"Lake Huron","Georgian Bay","Owen Sound-Cape Rich",44.7,-80.58333,NA,NA,"Pisces","Lake trout","Whole fish homogenate",1,1,NA,2010,NA,NA,"14.75",NA,NA,"8.73","0.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"#10 Chu et al (2016)","LT OSCR 3",NA,NA,NA,NA,NA,NA,NA,"Lake Huron","Georgian Bay","Owen Sound-Cape Rich",44.7,-80.58333,NA,NA,"Pisces","Lake trout","Whole fish homogenate",1,1,NA,2010,NA,NA,"56.39",NA,NA,"3.32","0.07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"#10 Chu et al (2016)","LT PHC 1",NA,NA,NA,NA,NA,NA,NA,"Lake Ontario","Central Basin Lake Ontario","Port Hope-Cobourg",43.91667,-78.16667,NA,NA,"Pisces","Lake trout","Whole fish homogenate",1,1,NA,2009,NA,NA,"52.71",NA,NA,"3.53","0.73",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"#10 Chu et al (2016)","LT PHC 2",NA,NA,NA,NA,NA,NA,NA,"Lake Ontario","Central Basin Lake Ontario","Port Hope-Cobourg",43.91667,-78.16667,NA,NA,"Pisces","Lake trout","Whole fish homogenate",1,1,NA,2009,NA,NA,"45.78",NA,NA,"3.41","0.92",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"#10 Chu et al (2016)","LT PHC 3",NA,NA,NA,NA,NA,NA,NA,"Lake Ontario","Central Basin Lake Ontario","Port Hope-Cobourg",43.91667,-78.16667,NA,NA,"Pisces","Lake trout","Whole fish homogenate",1,1,NA,2009,NA,NA,"53.55",NA,NA,"4.4","0.57",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"#10 Chu et al (2016)","LT PC 1",NA,NA,NA,NA,NA,NA,NA,"Lake Ontario","Western Basin Lake Ontario","Port Credit",43.5,-79.58333,NA,NA,"Pisces","Lake trout","Whole fish homogenate",1,1,NA,2009,NA,NA,"54.21",NA,NA,"2.64","0.37",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"#10 Chu et al (2016)","LT PC 2",NA,NA,NA,NA,NA,NA,NA,"Lake Ontario","Western Basin Lake Ontario","Port Credit",43.5,-79.58333,NA,NA,"Pisces","Lake trout","Whole fish homogenate",1,1,NA,2009,NA,NA,"38.5",NA,NA,"4.04","0.15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"#10 Chu et al (2016)","LT PC 3",NA,NA,NA,NA,NA,NA,NA,"Lake Ontario","Western Basin Lake Ontario","Port Credit",43.5,-79.58333,NA,NA,"Pisces","Lake trout","Whole fish homogenate",1,1,NA,2009,NA,NA,"67.85",NA,NA,"1.99","0.44",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"#10 Chu et al (2016)","LT NOTL 1",NA,NA,NA,NA,NA,NA,NA,"Lake Ontario","Niagara Basin","Niagara on the Lake",43.3333,-79.08333,NA,NA,"Pisces","Lake trout","Whole fish homogenate",1,1,NA,2010,NA,NA,"57.29",NA,NA,"2.59","0.61",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"#10 Chu et al (2016)","LT NOTL 2",NA,NA,NA,NA,NA,NA,NA,"Lake Ontario","Niagara Basin","Niagara on the Lake",43.3333,-79.08333,NA,NA,"Pisces","Lake trout","Whole fish homogenate",1,1,NA,2010,NA,NA,"47.94",NA,NA,"3.57","0.46",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"#10 Chu et al (2016)","LT NOTL 3",NA,NA,NA,NA,NA,NA,NA,"Lake Ontario","Niagara Basin","Niagara on the Lake",43.3333,-79.08333,NA,NA,"Pisces","Lake trout","Whole fish homogenate",1,1,NA,2010,NA,NA,"65.53",NA,NA,"2.03","0.64",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"#10 Chu et al (2016)","LT EB 1",NA,NA,NA,NA,NA,NA,NA,"Lake Ontario","Eastern Basin Lake Ontario","Eastern Basin",43.5,-76.5,NA,NA,"Pisces","Lake trout","Whole fish homogenate",1,1,NA,2010,NA,NA,"76.17",NA,NA,"3.58","0.44",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"#10 Chu et al (2016)","LT EB 2",NA,NA,NA,NA,NA,NA,NA,"Lake Ontario","Eastern Basin Lake Ontario","Eastern Basin",43.5,-76.5,NA,NA,"Pisces","Lake trout","Whole fish homogenate",1,1,NA,2010,NA,NA,"75.29",NA,NA,"3.75","0.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"#10 Chu et al (2016)","LT EB 3",NA,NA,NA,NA,NA,NA,NA,"Lake Ontario","Eastern Basin Lake Ontario","Eastern Basin",43.5,-76.5,NA,NA,"Pisces","Lake trout","Whole fish homogenate",1,1,NA,2010,NA,NA,"80.11",NA,NA,"2.03","0.57",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"#10 Chu et al (2016)","LT D 1",NA,NA,NA,NA,NA,NA,NA,"Lake Erie","Eastern Basin Lake Erie","Dunkirk",42.54222,-79.38167,NA,NA,"Pisces","Lake trout","Whole fish homogenate",1,1,NA,2009,NA,NA,"105.97",NA,NA,"2.34","0.39",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"#10 Chu et al (2016)","LT D 2",NA,NA,NA,NA,NA,NA,NA,"Lake Erie","Eastern Basin Lake Erie","Dunkirk",42.54222,-79.38167,NA,NA,"Pisces","Lake trout","Whole fish homogenate",1,1,NA,2009,NA,NA,"89.45",NA,NA,"2.37","0.29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"#10 Chu et al (2016)","LT D 3",NA,NA,NA,NA,NA,NA,NA,"Lake Erie","Eastern Basin Lake Erie","Dunkirk",42.54222,-79.38167,NA,NA,"Pisces","Lake trout","Whole fish homogenate",1,1,NA,2009,NA,NA,"139.5",NA,NA,"1.47","0.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"#10 Chu et al (2016)","TP WB 1",NA,NA,NA,NA,NA,NA,NA,"Lake Erie","Western Basin Lake Erie","Western Basin",41.8916667,-82.66666667,NA,NA,"Pisces","Trout-perch","Whole fish homogenate",1,1,NA,2010,NA,NA,"12.04",NA,NA,"0.38","0.79",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"#10 Chu et al (2016)","TP WB 2",NA,NA,NA,NA,NA,NA,NA,"Lake Erie","Western Basin Lake Erie","Western Basin",41.8916667,-82.66666667,NA,NA,"Pisces","Trout-perch","Whole fish homogenate",1,1,NA,2010,NA,NA,"9.19",NA,NA,"0.47","0.65",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"#10 Chu et al (2016)","TP WB 3",NA,NA,NA,NA,NA,NA,NA,"Lake Erie","Western Basin Lake Erie","Western Basin",41.8916667,-82.66666667,NA,NA,"Pisces","Trout-perch","Whole fish homogenate",1,1,NA,2010,NA,NA,"9.43",NA,NA,"0.29","1.05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"#11 Furdui et al (2007)","18466",62.5,2779.8,1,"Adult (Sexually Mature)",4,NA,NA,"Lake Erie",NA,"South Of Long Point",42.5,-80.08333333,NA,NA,"Pisces","Lake trout","Whole fish homogenate",1,1,"9/1/01",2001,NA,"1.19","115.32","16.02",NA,NA,"0.57",NA,NA,NA,NA,NA,"<0.016","2.2","2.52","4.23","4.56","1.46","5.51","3.4",NA,NA,"2.05","<0.004","<0.001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"#11 Furdui et al (2007)","18467",57.9,2335.2,1,"Adult (Sexually Mature)",4,NA,NA,"Lake Erie",NA,"South Of Long Point",42.5,-80.08333333,NA,NA,"Pisces","Lake trout","Whole fish homogenate",1,1,"9/1/01",2001,NA,"<0.01","106.6","11.56",NA,NA,"1.31",NA,NA,NA,NA,NA,"<0.016","4.75","2.35","3.84","3.61","1.15","4.6","1.1",NA,NA,"1.52","<0.004","<0.001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"#11 Furdui et al (2007)","18468",57,2503.7,0,"Adult (Sexually Mature)",4,NA,NA,"Lake Erie",NA,"South Of Long Point",42.5,-80.08333333,NA,NA,"Pisces","Lake trout","Whole fish homogenate",1,1,"9/1/01",2001,NA,"<0.01","117.12","7.97",NA,NA,"3.67",NA,NA,NA,NA,NA,"0.71","1.35","2.56","4.85","2.97","0.78","2.48","0.64",NA,NA,"<0.008","0.164","<0.001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
