"Author..Citation.","Sample.ID","Total.Length..cm.","Total.Weight..g.","Sex.Ratio","Maturity","Revised_Maturity","Age..Years.","d13C","d15N","Waterbody","Water_Level","Waterbody_Type","Region","Location","Latitude","Longitude","Latitude.2","Longitude.2","Class","Species","Revised_Species","Trophic_Level","Tissue","Revised_Tissue","Composite","n_samples","n_indiv","Collection.Date","Season","Sampling.Year","PFOS","PFDS","PFEtCHxS","PFNA","PFDA","PFUnA","PFDoA","PFTrDA","PFTeDA","PFPeDA"
"#11 Furdui et al (2007)","18477",58,2571.4,0,"Adult (Sexually Mature)","Adult (Reproductive)",4,NA,NA,"Lake Erie",173.91,"Lake",NA,"South Of Long Point",42.5,-80.08333333,NA,NA,"Pisces","Lake trout","Lake trout","Quaternary Consumer","Whole fish homogenate","Whole organism homogenate","No",1,1,"9/1/01","Summer",2001,120.34,6.65,NA,2.89,4.85,2.94,0.73,2.49,0.7,0.23
"#11 Furdui et al (2007)","18478",56,2077.7,0,"Adult (Sexually Mature)","Adult (Reproductive)",4,NA,NA,"Lake Erie",173.91,"Lake",NA,"South Of Long Point",42.5,-80.08333333,NA,NA,"Pisces","Lake trout","Lake trout","Quaternary Consumer","Whole fish homogenate","Whole organism homogenate","No",1,1,"9/1/01","Summer",2001,185.07,10.95,NA,4.69,7.71,4.28,1.09,3.78,1.05,0.53
"#11 Furdui et al (2007)","17791",45,1080.3,0,"Adult (Sexually Mature)","Adult (Reproductive)",4,NA,NA,"Lake Huron",175.95,"Lake",NA,"Lake Huron, Goderich, Ontario",43.75,-81.83333,NA,NA,"Pisces","Lake trout","Lake trout","Quaternary Consumer","Whole fish homogenate","Whole organism homogenate","No",1,1,"6/14/01","Summer",2001,16.47,0.63,NA,2.05,1.03,1.48,0.47,2.3,1.42,1.1
"#11 Furdui et al (2007)","17794",49,1359.1,0,"Adult (Sexually Mature)","Adult (Reproductive)",4,NA,NA,"Lake Huron",175.95,"Lake",NA,"Lake Huron, Goderich, Ontario",43.75,-81.83333,NA,NA,"Pisces","Lake trout","Lake trout","Quaternary Consumer","Whole fish homogenate","Whole organism homogenate","No",1,1,"6/14/01","Summer",2001,16.91,0.44,NA,1.94,1.19,1.73,0.63,2.68,1.9,1.64
"#11 Furdui et al (2007)","17795",48,1185,0,"Adult (Sexually Mature)","Adult (Reproductive)",4,NA,NA,"Lake Huron",175.95,"Lake",NA,"Lake Huron, Goderich, Ontario",43.75,-81.83333,NA,NA,"Pisces","Lake trout","Lake trout","Quaternary Consumer","Whole fish homogenate","Whole organism homogenate","No",1,1,"6/14/01","Summer",2001,28.95,0.000886618277990652,NA,1.54,1.72,2.51,0.83,2.82,2.76,1.35
"#11 Furdui et al (2007)","17804",47,1042.6,0,"Adult (Sexually Mature)","Adult (Reproductive)",4,NA,NA,"Lake Huron",175.95,"Lake",NA,"Lake Huron, Goderich, Ontario",43.75,-81.83333,NA,NA,"Pisces","Lake trout","Lake trout","Quaternary Consumer","Whole fish homogenate","Whole organism homogenate","No",1,1,"6/14/01","Summer",2001,27.73,3.63,NA,2.43,2.12,2.12,0.75,3.3,1.69,1.38
"#11 Furdui et al (2007)","17818",43,821,0,"Adult (Sexually Mature)","Adult (Reproductive)",4,NA,NA,"Lake Huron",175.95,"Lake",NA,"Lake Huron, Goderich, Ontario",43.75,-81.83333,NA,NA,"Pisces","Lake trout","Lake trout","Quaternary Consumer","Whole fish homogenate","Whole organism homogenate","No",1,1,"6/14/01","Summer",2001,20.24,0.52,NA,2.48,1.41,1.77,0.59,2.77,1.48,1.04
"#11 Furdui et al (2007)","17869",49.5,1273.3,0,"Adult (Sexually Mature)","Adult (Reproductive)",4,NA,NA,"Lake Huron",175.95,"Lake",NA,"Lake Huron, Owen Sound-Cape Rich, Ontario",44.7,-80.58333,NA,NA,"Pisces","Lake trout","Lake trout","Quaternary Consumer","Whole fish homogenate","Whole organism homogenate","No",1,1,"6/27/01","Summer",2001,64.57,0.000862863166037094,NA,5.46,3.2,3.73,1.17,3.96,1.58,1.02
"#11 Furdui et al (2007)","17872",49,1083,0,"Adult (Sexually Mature)","Adult (Reproductive)",4,NA,NA,"Lake Huron",175.95,"Lake",NA,"Lake Huron, Owen Sound-Cape Rich, Ontario",44.7,-80.58333,NA,NA,"Pisces","Lake trout","Lake trout","Quaternary Consumer","Whole fish homogenate","Whole organism homogenate","No",1,1,"6/27/01","Summer",2001,80.05,1.29,NA,3.64,3.69,4.2,1.35,5.45,2.19,1.08
"#11 Furdui et al (2007)","17874",44,897.2,0,"Adult (Sexually Mature)","Adult (Reproductive)",4,NA,NA,"Lake Huron",175.95,"Lake",NA,"Lake Huron, Owen Sound-Cape Rich, Ontario",44.7,-80.58333,NA,NA,"Pisces","Lake trout","Lake trout","Quaternary Consumer","Whole fish homogenate","Whole organism homogenate","No",1,1,"6/27/01","Summer",2001,99.58,0.51,NA,5.39,4.91,6,1.69,5.96,1.93,0.98
"#11 Furdui et al (2007)","17885",61,2491.1,0,"Adult (Sexually Mature)","Adult (Reproductive)",4,NA,NA,"Lake Huron",175.95,"Lake",NA,"Lake Huron, Owen Sound-Cape Rich, Ontario",44.7,-80.58333,NA,NA,"Pisces","Lake trout","Lake trout","Quaternary Consumer","Whole fish homogenate","Whole organism homogenate","No",1,1,"6/27/01","Summer",2001,8.73,0.000793136554596971,NA,0.61,0.57,0.62,0.22,0.7,0.23,0.00743149492593652
"#11 Furdui et al (2007)","17898",52,1675.7,0,"Adult (Sexually Mature)","Adult (Reproductive)",4,NA,NA,"Lake Huron",175.95,"Lake",NA,"Lake Huron, Owen Sound-Cape Rich, Ontario",44.7,-80.58333,NA,NA,"Pisces","Lake trout","Lake trout","Quaternary Consumer","Whole fish homogenate","Whole organism homogenate","No",1,1,"6/27/01","Summer",2001,28.83,2.4,NA,2.3,2.28,2.85,1.08,3.27,2.37,1.4
"#11 Furdui et al (2007)","17825",46,1052,0,"Adult (Sexually Mature)","Adult (Reproductive)",4,NA,NA,"Lake Michigan",175.95,"Lake",NA,"Charlevoix",45.33333333,-85.28444444,NA,NA,"Pisces","Lake trout","Lake trout","Quaternary Consumer","Whole fish homogenate","Whole organism homogenate","No",1,1,"6/20/01","Summer",2001,18.87,2.59,NA,1.89,2.18,1.43,0.89,1.28,0.58,1.34
"#11 Furdui et al (2007)","17826",44,1121,0,"Adult (Sexually Mature)","Adult (Reproductive)",4,NA,NA,"Lake Michigan",175.95,"Lake",NA,"Charlevoix",45.33333333,-85.28444444,NA,NA,"Pisces","Lake trout","Lake trout","Quaternary Consumer","Whole fish homogenate","Whole organism homogenate","No",1,1,"6/20/01","Summer",2001,12.14,0.89,NA,0.33,0.16,0.24,0.2,0.64,0.39,0.21
"#11 Furdui et al (2007)","17828",56,1840,0,"Adult (Sexually Mature)","Adult (Reproductive)",4,NA,NA,"Lake Michigan",175.95,"Lake",NA,"Charlevoix",45.33333333,-85.28444444,NA,NA,"Pisces","Lake trout","Lake trout","Quaternary Consumer","Whole fish homogenate","Whole organism homogenate","No",1,1,"6/20/01","Summer",2001,16.13,0.000828874076164519,NA,0.83,0.93,0.69,0.46,1.26,1.16,0.49
"#11 Furdui et al (2007)","17829",55,1955,0,"Adult (Sexually Mature)","Adult (Reproductive)",4,NA,NA,"Lake Michigan",175.95,"Lake",NA,"Charlevoix",45.33333333,-85.28444444,NA,NA,"Pisces","Lake trout","Lake trout","Quaternary Consumer","Whole fish homogenate","Whole organism homogenate","No",1,1,"6/20/01","Summer",2001,32.82,2,NA,0.79,0.81,1.19,0.57,1.96,1.14,0.47
"#11 Furdui et al (2007)","17833",57,2103,1,"Adult (Sexually Mature)","Adult (Reproductive)",4,NA,NA,"Lake Michigan",175.95,"Lake",NA,"Charlevoix",45.33333333,-85.28444444,NA,NA,"Pisces","Lake trout","Lake trout","Quaternary Consumer","Whole fish homogenate","Whole organism homogenate","No",1,1,"6/20/01","Summer",2001,15.35,0.97,NA,0.4,0.5,0.58,0.34,1.04,0.41,0.21
"#11 Furdui et al (2007)","17834",52,1610,0,"Adult (Sexually Mature)","Adult (Reproductive)",4,NA,NA,"Lake Michigan",175.95,"Lake",NA,"Charlevoix",45.33333333,-85.28444444,NA,NA,"Pisces","Lake trout","Lake trout","Quaternary Consumer","Whole fish homogenate","Whole organism homogenate","No",1,1,"6/20/01","Summer",2001,11.62,1.11,NA,0.39,0.26,0.38,0.22,0.86,0.37,0.24
"#11 Furdui et al (2007)","17835",49,1403,0,"Adult (Sexually Mature)","Adult (Reproductive)",4,NA,NA,"Lake Michigan",175.95,"Lake",NA,"Charlevoix",45.33333333,-85.28444444,NA,NA,"Pisces","Lake trout","Lake trout","Quaternary Consumer","Whole fish homogenate","Whole organism homogenate","No",1,1,"6/20/01","Summer",2001,8.41,5.7,NA,0.00178444892146394,1.14,0.41,0.00295491042194157,0.9,0.9,0.00724847140740159
"#11 Furdui et al (2007)","17836",50,1606,0,"Adult (Sexually Mature)","Adult (Reproductive)",4,NA,NA,"Lake Michigan",175.95,"Lake",NA,"Charlevoix",45.33333333,-85.28444444,NA,NA,"Pisces","Lake trout","Lake trout","Quaternary Consumer","Whole fish homogenate","Whole organism homogenate","No",1,1,"6/20/01","Summer",2001,6.39,0.000689766634822685,NA,0.1,0.17,0.24,0.17,0.58,0.39,0.0075314543202727
"#11 Furdui et al (2007)","17837",48,1210,0,"Adult (Sexually Mature)","Adult (Reproductive)",4,NA,NA,"Lake Michigan",175.95,"Lake",NA,"Charlevoix",45.33333333,-85.28444444,NA,NA,"Pisces","Lake trout","Lake trout","Quaternary Consumer","Whole fish homogenate","Whole organism homogenate","No",1,1,"6/20/01","Summer",2001,23.84,2.31,NA,0.8,1.32,1.98,1.12,2,0.69,0.21
"#11 Furdui et al (2007)","17838",46,1370,0,"Adult (Sexually Mature)","Adult (Reproductive)",4,NA,NA,"Lake Michigan",175.95,"Lake",NA,"Charlevoix",45.33333333,-85.28444444,NA,NA,"Pisces","Lake trout","Lake trout","Quaternary Consumer","Whole fish homogenate","Whole organism homogenate","No",1,1,"6/20/01","Summer",2001,10.74,0.72,NA,0.13,0.14,0.27,0.16,0.6,0.41,0.21
"#11 Furdui et al (2007)","18065",59,2163.6,0,"Adult (Sexually Mature)","Adult (Reproductive)",4,NA,NA,"Lake Ontario",74.7,"Lake",NA,"Lake Ontario, Port Credit, Ontario",43.5,-79.58333,NA,NA,"Pisces","Lake trout","Lake trout","Quaternary Consumer","Whole fish homogenate","Whole organism homogenate","No",1,1,"8/15/01","Summer",2001,67.28,7.57,NA,1.18,2.37,2.17,0.93,2.06,1.56,0.84
"#11 Furdui et al (2007)","18089",60,2774,0,"Adult (Sexually Mature)","Adult (Reproductive)",4,NA,NA,"Lake Ontario",74.7,"Lake",NA,"Burlington",43.25,-79.75,NA,NA,"Pisces","Lake trout","Lake trout","Quaternary Consumer","Whole fish homogenate","Whole organism homogenate","No",1,1,"8/15/01","Summer",2001,38.89,2.71,NA,0.84,1.16,1.2,0.82,1.43,0.99,1.06
"#11 Furdui et al (2007)","18135",57,1575.4,1,"Adult (Sexually Mature)","Adult (Reproductive)",4,NA,NA,"Lake Ontario",74.7,"Lake",NA,"Lake Ontario, Central Basin, Port Hope - Cobourg, Ontario",43.91667,-78.16667,NA,NA,"Pisces","Lake trout","Lake trout","Quaternary Consumer","Whole fish homogenate","Whole organism homogenate","No",1,1,"9/6/01","Summer",2001,59.15,2.84,NA,2.32,3.3,2.6,0.96,1.95,0.96,0.32
"#11 Furdui et al (2007)","18138",58,1980.1,1,"Adult (Sexually Mature)","Adult (Reproductive)",4,NA,NA,"Lake Ontario",74.7,"Lake",NA,"Lake Ontario, Central Basin, Port Hope - Cobourg, Ontario",43.91667,-78.16667,NA,NA,"Pisces","Lake trout","Lake trout","Quaternary Consumer","Whole fish homogenate","Whole organism homogenate","No",1,1,"9/6/01","Summer",2001,25.04,3.44,NA,0.47,1.61,2.24,0.98,2.28,1.78,0.62
"#11 Furdui et al (2007)","18140",50,1615.6,0,"Adult (Sexually Mature)","Adult (Reproductive)",4,NA,NA,"Lake Ontario",74.7,"Lake",NA,"Lake Ontario, Central Basin, Port Hope - Cobourg, Ontario",43.91667,-78.16667,NA,NA,"Pisces","Lake trout","Lake trout","Quaternary Consumer","Whole fish homogenate","Whole organism homogenate","No",1,1,"9/6/01","Summer",2001,59.88,3.15,NA,0.74,1.29,1.35,0.55,1.2,0.65,0.23
"#11 Furdui et al (2007)","18154",58,2337.6,0,"Adult (Sexually Mature)","Adult (Reproductive)",4,NA,NA,"Lake Ontario",74.7,"Lake",NA,"Lake Ontario, Central Basin, Port Hope - Cobourg, Ontario",43.91667,-78.16667,NA,NA,"Pisces","Lake trout","Lake trout","Quaternary Consumer","Whole fish homogenate","Whole organism homogenate","No",1,1,"9/6/01","Summer",2001,42.78,3.35,NA,0.82,1.35,1.04,0.45,1.29,0.84,0.5
"#11 Furdui et al (2007)","18210",61,2896.1,0,"Adult (Sexually Mature)","Adult (Reproductive)",4,NA,NA,"Lake Ontario",74.7,"Lake",NA,"Lake Ontario, Niagara on the Lake, Ontario",43.3333,-79.08333,NA,NA,"Pisces","Lake trout","Lake trout","Quaternary Consumer","Whole fish homogenate","Whole organism homogenate","No",1,1,"8/30/01","Summer",2001,40.38,2.38,NA,0.73,1.03,1.08,0.5,0.87,1.1,0.00698346902808627
"#11 Furdui et al (2007)","18211",54,1978.2,0,"Adult (Sexually Mature)","Adult (Reproductive)",4,NA,NA,"Lake Ontario",74.7,"Lake",NA,"Lake Ontario, Niagara on the Lake, Ontario",43.3333,-79.08333,NA,NA,"Pisces","Lake trout","Lake trout","Quaternary Consumer","Whole fish homogenate","Whole organism homogenate","No",1,1,"8/30/01","Summer",2001,24.9,3.73,NA,0.74,1.19,1.1,0.45,1.15,0.94,0.69
"#11 Furdui et al (2007)","18213",52,1323.7,1,"Adult (Sexually Mature)","Adult (Reproductive)",4,NA,NA,"Lake Ontario",74.7,"Lake",NA,"Lake Ontario, Niagara on the Lake, Ontario",43.3333,-79.08333,NA,NA,"Pisces","Lake trout","Lake trout","Quaternary Consumer","Whole fish homogenate","Whole organism homogenate","No",1,1,"8/30/01","Summer",2001,48.76,2.06,NA,2.52,3.08,2.21,0.79,1.51,0.6,0.27
"#11 Furdui et al (2007)","18228",61,2694.3,0,"Adult (Sexually Mature)","Adult (Reproductive)",4,NA,NA,"Lake Ontario",74.7,"Lake",NA,"Lake Ontario, Niagara on the Lake, Ontario",43.3333,-79.08333,NA,NA,"Pisces","Lake trout","Lake trout","Quaternary Consumer","Whole fish homogenate","Whole organism homogenate","No",1,1,"8/30/01","Summer",2001,53.25,3.06,NA,1.09,1.92,1.45,0.52,1.25,0.54,0.23
"#11 Furdui et al (2007)","18550",50,1152,0,"Adult (Sexually Mature)","Adult (Reproductive)",4,NA,NA,"Lake Superior",183.2,"Lake",NA,"Thunder Bay-Pie Island",48.25,-89,NA,NA,"Pisces","Lake trout","Lake trout","Quaternary Consumer","Whole fish homogenate","Whole organism homogenate","No",1,1,"9/15/01","Summer",2001,5.12,0.54,NA,0.83,0.62,0.94,0.41,1.33,0.41,0.28
"#11 Furdui et al (2007)","18557",51,1029.2,0,"Adult (Sexually Mature)","Adult (Reproductive)",4,NA,NA,"Lake Superior",183.2,"Lake",NA,"Thunder Bay-Pie Island",48.25,-89,NA,NA,"Pisces","Lake trout","Lake trout","Quaternary Consumer","Whole fish homogenate","Whole organism homogenate","No",1,1,"9/15/01","Summer",2001,6.8,0.85,NA,1.24,0.69,0.9,0.41,1.68,0.59,0.36
"#11 Furdui et al (2007)","18567",51,1230.9,0,"Adult (Sexually Mature)","Adult (Reproductive)",4,NA,NA,"Lake Superior",183.2,"Lake",NA,"Thunder Bay-Pie Island",48.25,-89,NA,NA,"Pisces","Lake trout","Lake trout","Quaternary Consumer","Whole fish homogenate","Whole organism homogenate","No",1,1,"9/15/01","Summer",2001,3.04,0.33,NA,0.47,0.33,0.58,0.24,0.95,0.28,0.00703147606265006
"#11 Furdui et al (2007)","18569",48,911.5,0,"Adult (Sexually Mature)","Adult (Reproductive)",4,NA,NA,"Lake Superior",183.2,"Lake",NA,"Thunder Bay-Pie Island",48.25,-89,NA,NA,"Pisces","Lake trout","Lake trout","Quaternary Consumer","Whole fish homogenate","Whole organism homogenate","No",1,1,"9/15/01","Summer",2001,5.94,0.92,NA,1.51,0.78,1.23,0.42,1.74,0.64,0.33
"#11 Furdui et al (2007)","18570",45,809.3,0,"Adult (Sexually Mature)","Adult (Reproductive)",4,NA,NA,"Lake Superior",183.2,"Lake",NA,"Thunder Bay-Pie Island",48.25,-89,NA,NA,"Pisces","Lake trout","Lake trout","Quaternary Consumer","Whole fish homogenate","Whole organism homogenate","No",1,1,"9/15/01","Summer",2001,3.02,0.32,NA,0.48,0.37,0.55,0.23,1.07,0.35,0.26
"#11 Furdui et al (2007)","18571",51,1025,0,"Adult (Sexually Mature)","Adult (Reproductive)",4,NA,NA,"Lake Superior",183.2,"Lake",NA,"Thunder Bay-Pie Island",48.25,-89,NA,NA,"Pisces","Lake trout","Lake trout","Quaternary Consumer","Whole fish homogenate","Whole organism homogenate","No",1,1,"9/15/01","Summer",2001,5.85,1.07,NA,1.67,1.09,1.08,0.44,1.91,0.93,0.65
"#11 Furdui et al (2007)","18572",42,662.9,0,"Adult (Sexually Mature)","Adult (Reproductive)",4,NA,NA,"Lake Superior",183.2,"Lake",NA,"Thunder Bay-Pie Island",48.25,-89,NA,NA,"Pisces","Lake trout","Lake trout","Quaternary Consumer","Whole fish homogenate","Whole organism homogenate","No",1,1,"9/15/01","Summer",2001,6.14,0.8,NA,2.22,1.41,1.43,0.59,2.01,0.82,0.48
"#11 Furdui et al (2007)","18573",48.5,1072.3,0,"Adult (Sexually Mature)","Adult (Reproductive)",4,NA,NA,"Lake Superior",183.2,"Lake",NA,"Thunder Bay-Pie Island",48.25,-89,NA,NA,"Pisces","Lake trout","Lake trout","Quaternary Consumer","Whole fish homogenate","Whole organism homogenate","No",1,1,"9/15/01","Summer",2001,4.41,0.45,NA,0.84,0.59,0.83,0.33,1.41,0.58,0.38
"#11 Furdui et al (2007)","18577",55,1457.4,1,"Adult (Sexually Mature)","Adult (Reproductive)",4,NA,NA,"Lake Superior",183.2,"Lake",NA,"Thunder Bay-Pie Island",48.25,-89,NA,NA,"Pisces","Lake trout","Lake trout","Quaternary Consumer","Whole fish homogenate","Whole organism homogenate","No",1,1,"9/15/01","Summer",2001,4.35,0.55,NA,0.85,0.62,0.79,0.37,1.73,0.77,0.49
"#11 Furdui et al (2007)","18579",47,1106.8,0,"Adult (Sexually Mature)","Adult (Reproductive)",4,NA,NA,"Lake Superior",183.2,"Lake",NA,"Thunder Bay-Pie Island",48.25,-89,NA,NA,"Pisces","Lake trout","Lake trout","Quaternary Consumer","Whole fish homogenate","Whole organism homogenate","No",1,1,"9/15/01","Summer",2001,3.58,1.06,NA,0.35,0.67,0.64,0.25,1.29,1.87,1.23
"#11 Furdui et al (2007)","18477 B",58,2571.4,0,"Adult (Sexually Mature)","Adult (Reproductive)",4,NA,NA,"Lake Erie",173.91,"Lake",NA,"South Of Long Point",42.5,-80.08333333,NA,NA,"Pisces","Lake trout","Lake trout","Quaternary Consumer","Whole fish homogenate","Whole organism homogenate","No",1,1,"9/1/01","Summer",2001,149.54,NA,NA,2.57,5.36,3.08,NA,NA,NA,NA
"#11 Furdui et al (2007)","17828 B",NA,NA,NA,"Adult (Sexually Mature)","Adult (Reproductive)",4,NA,NA,"Lake Michigan",175.95,"Lake",NA,"Charlevoix",45.33333333,-85.28444444,NA,NA,"Pisces","Lake trout","Lake trout","Quaternary Consumer","Whole fish homogenate","Whole organism homogenate","No",1,1,"6/20/01","Summer",2001,9.16,NA,NA,0.00207396877515791,0.00300107063186398,0.00204531093833122,NA,NA,NA,NA
"#11 Furdui et al (2007)","18135 B",57,1575.4,1,"Adult (Sexually Mature)","Adult (Reproductive)",4,NA,NA,"Lake Ontario",74.7,"Lake",NA,"Lake Ontario, Central Basin, Port Hope - Cobourg, Ontario",43.91667,-78.16667,NA,NA,"Pisces","Lake trout","Lake trout","Quaternary Consumer","Whole fish homogenate","Whole organism homogenate","No",1,1,"9/6/01","Summer",2001,75.77,NA,NA,2.92,3.94,3.25,NA,NA,NA,NA
"#11 Furdui et al (2007)","18569 B",48,911.5,0,"Adult (Sexually Mature)","Adult (Reproductive)",4,NA,NA,"Lake Superior",183.2,"Lake",NA,"Thunder Bay-Pie Island",48.25,-89,NA,NA,"Pisces","Lake trout","Lake trout","Quaternary Consumer","Whole fish homogenate","Whole organism homogenate","No",1,1,"9/15/01","Summer",2001,4.06,NA,NA,0.62,0.45,0.56,NA,NA,NA,NA
"#11 Furdui et al (2007)","17872 B",49,1083,0,"Adult (Sexually Mature)","Adult (Reproductive)",4,NA,NA,"Lake Huron",175.95,"Lake",NA,"Lake Huron, Owen Sound-Cape Rich, Ontario",44.7,-80.58333,NA,NA,"Pisces","Lake trout","Lake trout","Quaternary Consumer","Whole fish homogenate","Whole organism homogenate","No",1,1,"6/27/01","Summer",2001,63.02,NA,NA,2.36,2.35,3.29,NA,NA,NA,NA
"#11 Furdui et al (2007)","17837 B",NA,NA,NA,"Adult (Sexually Mature)","Adult (Reproductive)",4,NA,NA,"Lake Michigan",175.95,"Lake",NA,"Charlevoix",45.33333333,-85.28444444,NA,NA,"Pisces","Lake trout","Lake trout","Quaternary Consumer","Whole fish homogenate","Whole organism homogenate","No",1,1,"6/20/01","Summer",2001,23.79,NA,NA,0.87,1.19,1.57,NA,NA,NA,NA
"#11 Furdui et al (2007)","18213 B",52,1323.7,1,"Adult (Sexually Mature)","Adult (Reproductive)",4,NA,NA,"Lake Ontario",74.7,"Lake",NA,"Lake Ontario, Niagara on the Lake, Ontario",43.3333,-79.08333,NA,NA,"Pisces","Lake trout","Lake trout","Quaternary Consumer","Whole fish homogenate","Whole organism homogenate","No",1,1,"8/30/01","Summer",2001,47.89,NA,NA,1.93,2.76,1.76,NA,NA,NA,NA
"#11 Furdui et al (2007)","18579 B",47,1106.8,0,"Adult (Sexually Mature)","Adult (Reproductive)",4,NA,NA,"Lake Superior",183.2,"Lake",NA,"Thunder Bay-Pie Island",48.25,-89,NA,NA,"Pisces","Lake trout","Lake trout","Quaternary Consumer","Whole fish homogenate","Whole organism homogenate","No",1,1,"9/15/01","Summer",2001,3.88,NA,NA,0.72,0.61,0.43,NA,NA,NA,NA
"#12 Letcher et al (2015)","HG 1",NA,NA,NA,NA,NA,NA,NA,NA,"Lake Superior",183.1,"Lake",NA,"Gull Island",47.90753838,-89.16747974,NA,NA,"Aves","Herring gull","Herring gull","Piscivorous/Insectivorous Bird","Composite eggs","Eggs","Yes",10,10,"4/30/12","Winter",2012,43.2,1.06,0.09,1.27,2.25,3.71,1.89,7.41,2.33,NA
"#12 Letcher et al (2015)","HG 2",NA,NA,NA,NA,NA,NA,NA,NA,"Lake Superior",183.22,"Lake",NA,"Gull Island",47.90753838,-89.16747974,NA,NA,"Aves","Herring gull","Herring gull","Piscivorous/Insectivorous Bird","Composite eggs","Eggs","Yes",10,10,"4/30/13","Winter",2013,56.3,0.97,0.11,3.96,4.31,8.08,3.55,9.49,2.93,NA
"#12 Letcher et al (2015)","HG 3",NA,NA,NA,NA,NA,NA,NA,NA,"Lake Superior",183.1,"Connecting channel",NA,"Five Mile Island",46.46249453,-84.46182212,NA,NA,"Aves","Herring gull","Herring gull","Piscivorous/Insectivorous Bird","Composite eggs","Eggs","Yes",10,10,"4/30/12","Winter",2012,78.7,2.72,0.09,3.53,3.88,4.38,1.97,4.46,1.83,NA
"#12 Letcher et al (2015)","HG 4",NA,NA,NA,NA,NA,NA,NA,NA,"Lake Superior",183.22,"Connecting channel",NA,"Five Mile Island",46.46249453,-84.46182212,NA,NA,"Aves","Herring gull","Herring gull","Piscivorous/Insectivorous Bird","Composite eggs","Eggs","Yes",10,10,"4/30/13","Winter",2013,128,1,0.2,3.86,5.27,6.64,2.67,8.15,2.58,NA
"#12 Letcher et al (2015)","HG 5",NA,NA,NA,NA,NA,NA,NA,NA,"Lake Huron",175.92,"Lake",NA,"Little Charity Island",44.00261281,-83.46687658,NA,NA,"Aves","Herring gull","Herring gull","Piscivorous/Insectivorous Bird","Composite eggs","Eggs","Yes",10,10,"4/30/12","Winter",2012,92.1,2.14,0.2,1.61,3.01,5.37,2.83,7.04,2.91,NA
"#12 Letcher et al (2015)","HG 6",NA,NA,NA,NA,NA,NA,NA,NA,"Lake Huron",175.9,"Lake",NA,"Little Charity Island",44.00261281,-83.46687658,NA,NA,"Aves","Herring gull","Herring gull","Piscivorous/Insectivorous Bird","Composite eggs","Eggs","Yes",10,10,"4/30/13","Winter",2013,247,3.67,0.23,2.27,6.39,8.99,3.94,9.82,3.79,NA
"#12 Letcher et al (2015)","HG 7",NA,NA,NA,NA,NA,NA,NA,NA,"Lake Michigan",175.92,"Lake",NA,"Bellow Island",45.0999447,-85.5673407,NA,NA,"Aves","Herring gull","Herring gull","Piscivorous/Insectivorous Bird","Composite eggs","Eggs","Yes",10,10,"4/30/12","Winter",2012,59,1.17,0.5,2.25,2.53,3.61,1.56,3.49,1.6,NA
"#12 Letcher et al (2015)","HG 8",NA,NA,NA,NA,NA,NA,NA,NA,"Lake Michigan",175.9,"Lake",NA,"Bellow Island",45.0999447,-85.5673407,NA,NA,"Aves","Herring gull","Herring gull","Piscivorous/Insectivorous Bird","Composite eggs","Eggs","Yes",10,10,"4/30/13","Winter",2013,101,1.13,1.56,2.68,3.7,5.6,2.36,5.34,1.54,NA
"#12 Letcher et al (2015)","HG 9",NA,NA,NA,NA,NA,NA,NA,NA,"Lake Erie",174.13,"Lake",NA,"Monroe (Raisin River)",41.89715116,-83.33968365,NA,NA,"Aves","Herring gull","Herring gull","Piscivorous/Insectivorous Bird","Composite eggs","Eggs","Yes",10,10,"4/30/12","Winter",2012,100,4.98,0.36,0.46,3.36,3.66,2.9,4.13,2.7,NA
"#12 Letcher et al (2015)","HG 10",NA,NA,NA,NA,NA,NA,NA,NA,"Lake Erie",174.06,"Lake",NA,"Monroe (Raisin River)",41.89715116,-83.33968365,NA,NA,"Aves","Herring gull","Herring gull","Piscivorous/Insectivorous Bird","Composite eggs","Eggs","Yes",10,10,"4/30/13","Winter",2013,96.4,3.92,0.38,0.3,4.2,5.15,3.83,5.11,3.02,NA
"#12 Letcher et al (2015)","HG 11",NA,NA,NA,NA,NA,NA,NA,NA,"Lake Superior",183.1,"Lake",NA,"Granite Island",48.7204,-88.4602,NA,NA,"Aves","Herring gull","Herring gull","Piscivorous/Insectivorous Bird","Composite eggs","Eggs","Yes",1,13,"4/30/12","Winter",2012,72.7,2.65,NA,9.12,5.41,17.1,2.47,9,1.75,NA
"#12 Letcher et al (2015)","HG 12",NA,NA,NA,NA,NA,NA,NA,NA,"Lake Superior",183.1,"Lake",NA,"Agawa Rock",47.3508,-84.7007,NA,NA,"Aves","Herring gull","Herring gull","Piscivorous/Insectivorous Bird","Composite eggs","Eggs","Yes",1,13,"4/30/12","Winter",2012,54.1,1.28,NA,15.3,16.8,59,7.78,15.8,2.84,NA
"#12 Letcher et al (2015)","HG 13",NA,NA,NA,NA,NA,NA,NA,NA,"Lake Michigan",175.92,"Lake",NA,"Gull Island",45.5098,-86.7218,NA,NA,"Aves","Herring gull","Herring gull","Piscivorous/Insectivorous Bird","Composite eggs","Eggs","Yes",1,13,"4/30/12","Winter",2012,133,4.86,NA,3.85,6.02,13.6,3.84,9.05,3.52,NA
